M0:gm (L=1.00e-07) X,M0:gm (L=1.00e-07) Y,M0:gm (L=2.00e-07) X,M0:gm (L=2.00e-07) Y,M0:gm (L=3.00e-07) X,M0:gm (L=3.00e-07) Y,M0:gm (L=4.00e-07) X,M0:gm (L=4.00e-07) Y,M0:gm (L=5.00e-07) X,M0:gm (L=5.00e-07) Y,M0:gm (L=6.00e-07) X,M0:gm (L=6.00e-07) Y,M0:gm (L=7.00e-07) X,M0:gm (L=7.00e-07) Y,M0:gm (L=8.00e-07) X,M0:gm (L=8.00e-07) Y,M0:gm (L=9.00e-07) X,M0:gm (L=9.00e-07) Y,M0:gm (L=1.00e-06) X,M0:gm (L=1.00e-06) Y
0.6970000000000003,0.0002039357273868425,0.6970000000000003,0.0001269717732093187,0.6970000000000003,9.007261871906001e-05,0.6970000000000003,6.838507963546377e-05,0.6970000000000003,5.489067797780486e-05,0.6970000000000003,4.572196104395939e-05,0.6970000000000003,3.910881563593244e-05,0.6970000000000003,3.412601208210359e-05,0.6970000000000003,3.024396139711055e-05,0.6970000000000003,2.713841786024447e-05
0.6980000000000003,0.0002046650641976655,0.6980000000000003,0.0001273718499581009,0.6980000000000003,9.034751006813311e-05,0.6980000000000003,6.859363860726264e-05,0.6980000000000003,5.505802092103655e-05,0.6980000000000003,4.586122157949823e-05,0.6980000000000003,3.922777053516592e-05,0.6980000000000003,3.422964508553801e-05,0.6980000000000003,3.033565101224397e-05,0.6980000000000003,2.722055453383428e-05
0.6990000000000003,0.0002053923164978936,0.6990000000000003,0.0001277708053935805,0.6990000000000003,9.062176231122456e-05,0.6990000000000003,6.880181090941104e-05,0.6990000000000003,5.522510093329218e-05,0.6990000000000003,4.600028872036699e-05,0.6990000000000003,3.934657505486473e-05,0.6990000000000003,3.433315628769884e-05,0.6990000000000003,3.0427238886341e-05,0.6990000000000003,2.730260417295876e-05
0.7000000000000003,0.0002061174772885385,0.7000000000000003,0.0001281686372754711,0.7000000000000003,9.089537405376438e-05,0.7000000000000003,6.900959551750906e-05,0.7000000000000003,5.539191722158456e-05,0.7000000000000003,4.613916183073809e-05,0.7000000000000003,3.946522867072219e-05,0.7000000000000003,3.443654524621808e-05,0.7000000000000003,3.051872463905779e-05,0.7000000000000003,2.738456644544526e-05
0.7010000000000003,0.0002068405397473953,0.7010000000000003,0.0001285653434211315,0.7010000000000003,9.116834391983841e-05,0.7010000000000003,6.921699141272048e-05,0.7010000000000003,5.555846899414175e-05,0.7010000000000003,4.627784027434336e-05,0.7010000000000003,3.958373085732736e-05,0.7010000000000003,3.453981151736873e-05,0.7010000000000003,3.061010788861777e-05,0.7010000000000003,2.746644101769733e-05
0.7020000000000003,0.0002075614972270714,0.7020000000000003,0.0001289609217045303,0.7020000000000003,9.144067055171236e-05,0.7020000000000003,6.942399758153638e-05,0.7020000000000003,5.572475546026533e-05,0.7020000000000003,4.641632341437801e-05,0.7020000000000003,3.970208108809596e-05,0.7020000000000003,3.464295465601383e-05,0.7020000000000003,3.0701388251772e-05,0.7020000000000003,2.754822755466262e-05
0.7030000000000003,0.000208280343253023,0.7030000000000003,0.0001293553700552173,0.7030000000000003,9.171235260936466e-05,0.7030000000000003,6.96306130155399e-05,0.7030000000000003,5.589077583018851e-05,0.7030000000000003,4.655461061340689e-05,0.7030000000000003,3.982027883520304e-05,0.7030000000000003,3.474597421555397e-05,0.7030000000000003,3.079256534375809e-05,0.7030000000000003,2.762992571980015e-05
0.7040000000000003,0.0002089970715215859,0.7040000000000003,0.0001297486864573091,0.7040000000000003,9.198338877002011e-05,0.7040000000000003,6.983683671117215e-05,0.7040000000000003,5.60565293149352e-05,0.7040000000000003,4.66927012332682e-05,0.7040000000000003,3.993832356951333e-05,0.7040000000000003,3.484886974787637e-05,0.7040000000000003,3.088363877826004e-05,0.7040000000000003,2.771153517504755e-05
0.7050000000000003,0.0002097116758980115,0.7050000000000003,0.0001301408689484728,0.7050000000000003,9.225377772768961e-05,0.7050000000000003,7.004266766950073e-05,0.7050000000000003,5.622201512617963e-05,0.7050000000000003,4.683059463497997e-05,0.7050000000000003,4.005621476051355e-05,0.7050000000000003,3.49516408033015e-05,0.7050000000000003,3.097460816736644e-05,0.7050000000000003,2.779305558078761e-05
0.7060000000000003,0.0002104241504145097,0.7060000000000003,0.0001305319156189272,0.7060000000000003,9.252351819271448e-05,0.7060000000000003,7.024810489598928e-05,0.7060000000000003,5.638723247610644e-05,0.7060000000000003,4.696829017864418e-05,0.7060000000000003,4.017395187624275e-05,0.7060000000000003,3.505428693053147e-05,0.7060000000000003,3.106547312152957e-05,0.7060000000000003,2.787448659581449e-05
0.7070000000000003,0.0002111344892682884,0.7070000000000003,0.0001309218246104464,0.7070000000000003,9.279260889131518e-05,0.7070000000000003,7.045314740026873e-05,0.7070000000000003,5.655218057727198e-05,0.7070000000000003,4.710578722335291e-05,0.7070000000000003,4.029153438322397e-05,0.7070000000000003,3.515680767659678e-05,0.7070000000000003,3.115623324952303e-05,0.7070000000000003,2.795582787729981e-05
0.7080000000000003,0.0002118426868195981,0.7080000000000003,0.0001313105941153759,0.7080000000000003,9.306104856514241e-05,0.7080000000000003,7.065779419591133e-05,0.7080000000000003,5.67168586424647e-05,0.7080000000000003,4.724308512709327e-05,0.7080000000000003,4.040896174639443e-05,0.7080000000000003,3.525920258680335e-05,0.7080000000000003,3.12468881583997e-05,0.7080000000000003,2.803707908075826e-05
0.7090000000000003,0.0002125487375897855,0.7090000000000003,0.0001316982223756519,0.7090000000000003,9.332883597083541e-05,0.7090000000000003,7.086204430020435e-05,0.7090000000000003,5.688126588456817e-05,0.7090000000000003,4.738018324665374e-05,0.7090000000000003,4.052623342903696e-05,0.7090000000000003,3.536147120467924e-05,0.7090000000000003,3.13374374534496e-05,0.7090000000000003,2.811823986001239e-05
0.7100000000000003,0.0002132526362593416,0.7100000000000003,0.0001320847076818335,0.7100000000000003,9.359596987958284e-05,0.7100000000000003,7.106589673392775e-05,0.7100000000000003,5.704540151642309e-05,0.7100000000000003,4.7517080937529e-05,0.7100000000000003,4.064334889270993e-05,0.7100000000000003,3.546361307192107e-05,0.7100000000000003,3.142788073815662e-05,0.7100000000000003,2.819930986715811e-05
0.7110000000000003,0.000213954377665963,0.7110000000000003,0.0001324700483721431,0.7110000000000003,9.386244907668945e-05,0.7110000000000003,7.126935052113244e-05,0.7110000000000003,5.72092647506907e-05,0.7110000000000003,4.76537775538259e-05,0.7110000000000003,4.076030759717828e-05,0.7110000000000003,3.556562772834005e-05,0.7110000000000003,3.151821761415568e-05,0.7110000000000003,2.828028875252864e-05
0.7120000000000003,0.0002146539568026128,0.7120000000000003,0.0001328542428315131,0.7120000000000003,9.412827236114518e-05,0.7120000000000003,7.147240468891924e-05,0.7120000000000003,5.737285479971687e-05,0.7120000000000003,4.779027244817004e-05,0.7120000000000003,4.08771090003432e-05,0.7120000000000003,3.566751471180805e-05,0.7120000000000003,3.160844768118908e-05,0.7120000000000003,2.836117616465943e-05
0.7130000000000003,0.0002153513688155877,0.7130000000000003,0.0001332372894906434,0.7130000000000003,9.43934385452013e-05,0.7130000000000003,7.167505826722223e-05,0.7130000000000003,5.753617087539576e-05,0.7130000000000003,4.792656497161107e-05,0.7130000000000003,4.099375255817319e-05,0.7130000000000003,3.576927355820333e-05,0.7130000000000003,3.169857053706299e-05,0.7130000000000003,2.844197175025101e-05
0.7140000000000003,0.0002160466090025899,0.7140000000000003,0.0001336191868250668,0.7140000000000003,9.465794645394791e-05,0.7140000000000003,7.187731028859113e-05,0.7140000000000003,5.769921218903639e-05,0.7140000000000003,4.806265447352917e-05,0.7140000000000003,4.11102377246332e-05,0.7140000000000003,3.587090380135589e-05,0.7140000000000003,3.178858577760311e-05,0.7140000000000003,2.852267515413346e-05
0.7150000000000003,0.0002167396728108062,0.7150000000000003,0.0001339999333542238,0.7150000000000003,9.492179492489961e-05,0.7150000000000003,7.207915978797712e-05,0.7150000000000003,5.786197795122701e-05,0.7150000000000003,4.819854030154141e-05,0.7150000000000003,4.122656395161565e-05,0.7150000000000003,3.597240497299256e-05,0.7150000000000003,3.187849299661086e-05,0.7150000000000003,2.860328601922912e-05
0.7160000000000003,0.0002174305558349917,0.7160000000000003,0.0001343795276405459,0.7160000000000003,9.518498280758175e-05,0.7160000000000003,7.228060580251925e-05,0.7160000000000003,5.802446737170184e-05,0.7160000000000003,4.833422180140819e-05,0.7160000000000003,4.134273068886929e-05,0.7160000000000003,3.607377660268244e-05,0.7160000000000003,3.196829178581824e-05,0.7160000000000003,2.868380398651557e-05
0.7170000000000003,0.0002181192538155584,0.7170000000000003,0.0001347579682885478,0.7170000000000003,9.544750896312425e-05,0.7170000000000003,7.248164737133388e-05,0.7170000000000003,5.818667965920871e-05,0.7170000000000003,4.846969831693969e-05,0.7170000000000003,4.145873738392998e-05,0.7170000000000003,3.617501821778093e-05,0.7170000000000003,3.205798173484307e-05,0.7170000000000003,2.876422869498855e-05
0.7180000000000003,0.000218805762636674,0.7180000000000003,0.0001351352539439299,0.7180000000000003,9.570937226385825e-05,0.7180000000000003,7.268228353530478e-05,0.7180000000000003,5.834861402137597e-05,0.7180000000000003,4.86049691899028e-05,0.7180000000000003,4.157458348204976e-05,0.7180000000000003,3.627612934337528e-05,0.7180000000000003,3.214756243114426e-05,0.7180000000000003,2.884455978162349e-05
0.7190000000000003,0.0002194900783243613,0.7190000000000003,0.0001355113832926887,0.7190000000000003,9.597057159291702e-05,0.7190000000000003,7.2882513336875e-05,0.7190000000000003,5.851026966458127e-05,0.7190000000000003,4.874003375992794e-05,0.7190000000000003,4.169026842612664e-05,0.7190000000000003,3.637710950222826e-05,0.7190000000000003,3.223703345997562e-05,0.7190000000000003,2.892479688133848e-05
0.7200000000000003,0.0002201721970446146,0.7200000000000003,0.0001358863550602356,0.7200000000000003,9.623110584384327e-05,0.7200000000000003,7.30823358198416e-05,0.7200000000000003,5.867164579382021e-05,0.7200000000000003,4.887489136441645e-05,0.7200000000000003,4.180579165663436e-05,0.7200000000000003,3.64779582147223e-05,0.7200000000000003,3.232639440434109e-05,0.7200000000000003,2.900493962695522e-05
0.7210000000000003,0.0002208521151015106,0.7210000000000003,0.0001362601680105273,0.7210000000000003,9.649097392019812e-05,0.7210000000000003,7.328175002915064e-05,0.7210000000000003,5.883274161257684e-05,0.7210000000000003,4.900954133844745e-05,0.7210000000000003,4.192115261155173e-05,0.7210000000000003,3.657867499880421e-05,0.7210000000000003,3.241564484494804e-05,0.7210000000000003,2.908498764916083e-05
0.7220000000000003,0.0002215298289353389,0.7220000000000003,0.0001366328209452029,0.7220000000000003,9.675017473517696e-05,0.7220000000000003,7.348075501069477e-05,0.7220000000000003,5.899355632269265e-05,0.7220000000000003,4.914398301468575e-05,0.7220000000000003,4.203635072629233e-05,0.7220000000000003,3.667925936992819e-05,0.7220000000000003,3.250478436016151e-05,0.7220000000000003,2.916494057646875e-05
0.7230000000000003,0.0002222053351207322,0.7230000000000003,0.0001370043127027323,0.7230000000000003,9.700870721122828e-05,0.7230000000000003,7.3679349811113e-05,0.7230000000000003,5.915408912423875e-05,0.7230000000000003,4.927821572328895e-05,0.7230000000000003,4.215138543363359e-05,0.7230000000000003,3.677971084099991e-05,0.7230000000000003,3.259381252595772e-05,0.7230000000000003,2.924479803518008e-05
0.7240000000000003,0.0002228786303648087,0.7240000000000003,0.0001373746421575731,0.7240000000000003,9.726657027967845e-05,0.7240000000000003,7.387753347759103e-05,0.7240000000000003,5.931433921538736e-05,0.7240000000000003,4.941223879181596e-05,0.7240000000000003,4.226625616364634e-05,0.7240000000000003,3.688002892232002e-05,0.7240000000000003,3.26827289158775e-05,0.7240000000000003,2.93245596493436e-05
0.7250000000000003,0.0002235497115053221,0.7250000000000003,0.0001377438082193355,0.7250000000000003,9.752376288035895e-05,0.7250000000000003,7.407530505766459e-05,0.7250000000000003,5.947430579228382e-05,0.7250000000000003,4.954605154513473e-05,0.7250000000000003,4.238096234362431e-05,0.7250000000000003,3.698021312152728e-05,0.7250000000000003,3.277153310097934e-05,0.7250000000000003,2.940422504071665e-05
0.7260000000000003,0.0002242185755088202,0.7260000000000003,0.0001381118098319589,0.7260000000000003,9.778028396123972e-05,0.7260000000000003,7.427266359902342e-05,0.7260000000000003,5.963398804892029e-05,0.7260000000000003,4.967965330533063e-05,0.7260000000000003,4.249550339801313e-05,0.7260000000000003,3.708026294354193e-05,0.7260000000000003,3.286022464979256e-05,0.7260000000000003,2.948379382872509e-05
0.7270000000000003,0.0002248852194688125,0.7270000000000003,0.0001384786459728964,0.7270000000000003,9.803613247806648e-05,0.7270000000000003,7.446960814931835e-05,0.7270000000000003,5.979338517700929e-05,0.7270000000000003,4.98130433916151e-05,0.7270000000000003,4.260987874834026e-05,0.7270000000000003,3.718017789050873e-05,0.7270000000000003,3.294880312826971e-05,0.7270000000000003,2.956326563042319e-05
0.7280000000000003,0.0002255496406039454,0.7280000000000003,0.0001388443156523096,0.7280000000000003,9.829130739400262e-05,0.7280000000000003,7.466613775596873e-05,0.7280000000000003,5.995249636585862e-05,0.7280000000000003,4.994622112023418e-05,0.7280000000000003,4.272408781314378e-05,0.7280000000000003,3.727995746174007e-05,0.7280000000000003,3.30372680997394e-05,0.7280000000000003,2.964264006045319e-05
0.7290000000000003,0.0002262118362561913,0.7290000000000003,0.0001392088179122708,0.7290000000000003,9.854580767927527e-05,0.7290000000000003,7.486225146597317e-05,0.7290000000000003,6.011132080224637e-05,0.7290000000000003,5.007918580437801e-05,0.7290000000000003,4.283813000790182e-05,0.7290000000000003,3.73796011536583e-05,0.7290000000000003,3.312561912485877e-05,0.7290000000000003,2.972191673100506e-05
0.7300000000000003,0.0002268718038890415,0.7300000000000003,0.0001395721518259779,0.7300000000000003,9.879963231082605e-05,0.7300000000000003,7.505794832572048e-05,0.7300000000000003,6.026985767029703e-05,0.7300000000000003,5.021193675408955e-05,0.7300000000000003,4.295200474496194e-05,0.7300000000000003,3.747910845973886e-05,0.7300000000000003,3.321385576156547e-05,0.7300000000000003,2.980109525177551e-05
0.7310000000000003,0.0002275295410857155,0.7310000000000003,0.0001399343164969755,0.7310000000000003,9.905278027196653e-05,0.7310000000000003,7.52532273808044e-05,0.7310000000000003,6.042810615135894e-05,0.7310000000000003,5.034447327617498e-05,0.7310000000000003,4.306571143347102e-05,0.7310000000000003,3.757847887045306e-05,0.7310000000000003,3.330197756502959e-05,0.7310000000000003,2.988017522992711e-05
0.7320000000000003,0.0002281850455473735,0.7320000000000003,0.0001402953110583865,0.7320000000000003,9.930525055203757e-05,0.7320000000000003,7.544808767583731e-05,0.7320000000000003,6.058606542388099e-05,0.7320000000000003,5.047679467411286e-05,0.7320000000000003,4.317924947930403e-05,0.7320000000000003,3.76777118732102e-05,0.7320000000000003,3.338998408760595e-05,0.7320000000000003,2.995915627004701e-05
0.7330000000000003,0.0002288383150913452,0.7330000000000003,0.0001406551346721556,0.7330000000000003,9.955704214607417e-05,0.7330000000000003,7.564252825426994e-05,0.7330000000000003,6.074373466329219e-05,0.7330000000000003,5.060890024796451e-05,0.7330000000000003,4.329261828499404e-05,0.7330000000000003,3.777680695230028e-05,0.7330000000000003,3.347787487878559e-05,0.7330000000000003,3.003803797410602e-05
0.7340000000000003,0.0002294893476493651,0.7340000000000003,0.0001410137865282978,0.7340000000000003,9.980815405447288e-05,0.7340000000000003,7.583654815820756e-05,0.7340000000000003,6.090111304187988e-05,0.7340000000000003,5.074078929428491e-05,0.7340000000000003,4.340581724966133e-05,0.7340000000000003,3.787576358883627e-05,0.7340000000000003,3.356564948514715e-05,0.7340000000000003,3.011681994141639e-05
0.7350000000000003,0.0002301381412658239,0.7350000000000003,0.0001413712658441596,0.7350000000000003,0.0001000585852826663,0.7350000000000003,7.603014642823431e-05,0.7350000000000003,6.10581997286702e-05,0.7350000000000003,5.087246110603299e-05,0.7350000000000003,4.351884576894354e-05,0.7350000000000003,3.797458126069677e-05,0.7350000000000003,3.365330745030899e-05,0.7350000000000003,3.019550176859097e-05
0.7360000000000003,0.0002307846940960231,0.7360000000000003,0.0001417275718636885,0.7360000000000003,0.0001003083348408002,0.7360000000000003,7.622332210323261e-05,0.7360000000000003,6.121499388930944e-05,0.7360000000000003,5.100391497248315e-05,0.7360000000000003,4.363170323492518e-05,0.7360000000000003,3.80732594424679e-05,0.7360000000000003,3.374084831487984e-05,0.7360000000000003,3.027408304950062e-05
0.7370000000000003,0.0002314290044044469,0.7370000000000003,0.0001420827038567126,0.7370000000000003,0.0001005574017434153,0.7370000000000003,7.64160742202107e-05,0.7370000000000003,6.137149468594465e-05,0.7370000000000003,5.113515017913653e-05,0.7370000000000003,4.374438903606729e-05,0.7370000000000003,3.817179760538584e-05,0.7370000000000003,3.382827161641042e-05,0.7370000000000003,3.035256337523274e-05
0.7380000000000003,0.000232071070563045,0.7380000000000003,0.0001424366611182272,0.7380000000000003,0.0001008057850091343,0.7380000000000003,7.660840181412769e-05,0.7380000000000003,6.152770127710722e-05,0.7380000000000003,5.126616600763287e-05,0.7380000000000003,4.385690255713775e-05,0.7380000000000003,3.827019521727905e-05,0.7380000000000003,3.391557688934464e-05,0.7380000000000003,3.043094233404882e-05
0.7390000000000003,0.0002327108910495242,0.7390000000000003,0.000142789442967696,0.7390000000000003,0.0001010534836603521,0.7390000000000003,7.680030391772239e-05,0.7390000000000003,6.168361281759593e-05,0.7390000000000003,5.13969617356633e-05,0.7390000000000003,4.396924317914114e-05,0.7390000000000003,3.836845174251049e-05,0.7390000000000003,3.400276366497046e-05,0.7390000000000003,3.050921951134249e-05
0.7400000000000003,0.0002333484644456526,0.7400000000000003,0.0001431410487483551,0.7400000000000003,0.0001013004967229327,0.7400000000000003,7.699177956134445e-05,0.7400000000000003,6.18392284583606e-05,0.7400000000000003,5.152753663688223e-05,0.7400000000000003,4.4081410279249e-05,0.7400000000000003,3.846656664191994e-05,0.7400000000000003,3.408983147137091e-05,0.7400000000000003,3.05873944895969e-05
0.7410000000000003,0.00023398378943558,0.7410000000000003,0.0001434914778265318,0.7410000000000003,0.0001015468232259085,0.7410000000000003,7.718282777278569e-05,0.7410000000000003,6.199454734638885e-05,0.7410000000000003,5.165788998082103e-05,0.7410000000000003,4.419340323073031e-05,0.7410000000000003,3.856453937276582e-05,0.7410000000000003,3.417677983337534e-05,0.7410000000000003,3.06654668483422e-05
0.7420000000000003,0.0002346168648041615,0.7420000000000003,0.0001438407295909699,0.7420000000000003,0.0001017924622011836,0.7420000000000003,7.737344757711441e-05,0.7420000000000003,6.214956862459044e-05,0.7420000000000003,5.178802103280096e-05,0.7420000000000003,4.430522140288187e-05,0.7420000000000003,3.866236938866839e-05,0.7420000000000003,3.426360827250962e-05,0.7420000000000003,3.074343616411323e-05
0.7430000000000003,0.0002352476894353036,0.7430000000000003,0.0001441888034521657,0.7430000000000003,0.0001020374126832451,0.7430000000000003,7.756363799651325e-05,0.7430000000000003,6.230429143168534e-05,0.7430000000000003,5.191792905384737e-05,0.7430000000000003,4.441686416095916e-05,0.7430000000000003,3.876005613955094e-05,0.7430000000000003,3.435031630694779e-05,0.7430000000000003,3.082130201040659e-05
0.7440000000000003,0.0002358762623103148,0.7440000000000003,0.0001445356988417116,0.7440000000000003,0.0001022816737088742,0.7440000000000003,7.775339805011483e-05,0.7440000000000003,6.245871490209136e-05,0.7440000000000003,5.204761330060389e-05,0.7440000000000003,4.452833086610724e-05,0.7440000000000003,3.885759907158338e-05,0.7440000000000003,3.443690345146228e-05,0.7440000000000003,3.08990639576379e-05
0.7450000000000003,0.0002365025825062725,0.7450000000000003,0.0001448814152116516,0.7450000000000003,0.0001025252443168653,0.7450000000000003,7.794272675384429e-05,0.7450000000000003,6.261283816581321e-05,0.7450000000000003,5.217707302524776e-05,0.7450000000000003,4.463962087529163e-05,0.7450000000000003,3.895499762712354e-05,0.7450000000000003,3.452336921737486e-05,0.7450000000000003,3.097672157309916e-05
0.7460000000000003,0.0002371266491944033,0.7460000000000003,0.000145225952033844,0.7460000000000003,0.0001027681235477487,0.7460000000000003,7.813162312025994e-05,0.7460000000000003,6.276666034833203e-05,0.7460000000000003,5.230630747540429e-05,0.7460000000000003,4.475073354123015e-05,0.7460000000000003,3.905225124466039e-05,0.7460000000000003,3.460971311250731e-05,0.7460000000000003,3.105427442091562e-05
0.7470000000000003,0.0002377484616384724,0.7470000000000003,0.0001455693087993343,0.7470000000000003,0.0001030103104435161,0.7470000000000003,7.83200861583977e-05,0.7470000000000003,6.292018057049646e-05,0.7470000000000003,5.24353158940631e-05,0.7470000000000003,4.486166821232379e-05,0.7470000000000003,3.914935935875633e-05,0.7470000000000003,3.469593464113233e-05,0.7470000000000003,3.113172206200293e-05
0.7480000000000003,0.0002383680191931887,0.7480000000000003,0.0001459114850177376,0.7480000000000003,0.0001032518040473533,0.7480000000000003,7.850811487361788e-05,0.7480000000000003,6.307339794841455e-05,0.7480000000000003,5.256409751949448e-05,0.7480000000000003,4.497242423258941e-05,0.7480000000000003,3.924632139999008e-05,0.7480000000000003,3.478203330392433e-05,0.7480000000000003,3.12090640540242e-05
0.7490000000000003,0.0002389853213026246,0.7490000000000003,0.0001462524802166294,0.7490000000000003,0.0001034926034033744,0.7490000000000003,7.869570826745244e-05,0.7490000000000003,6.322631159334651e-05,0.7490000000000003,5.269265158516595e-05,0.7490000000000003,4.508300094159092e-05,0.7490000000000003,3.934313679489959e-05,0.7490000000000003,3.486800859791011e-05,0.7490000000000003,3.128629995134693e-05
0.7500000000000003,0.0002396003674986451,0.7500000000000003,0.0001465922939409454,0.7500000000000003,0.0001037327075563637,0.7500000000000003,7.888286533745602e-05,0.7500000000000003,6.337892061159857e-05,0.7500000000000003,5.282097731966015e-05,0.7500000000000003,4.51933976743721e-05,0.7500000000000003,3.943980496592429e-05,0.7500000000000003,3.495386001641974e-05,0.7500000000000003,3.1363429305e-05
0.7510000000000003,0.0002402131573993503,0.7510000000000003,0.0001469309257523927,0.7510000000000003,0.0001039721155515192,0.7510000000000003,7.906958507705787e-05,0.7510000000000003,6.353122410441824e-05,0.7510000000000003,5.294907394659162e-05,0.7510000000000003,4.530361376138954e-05,0.7510000000000003,3.953632533134924e-05,0.7510000000000003,3.503958704903753e-05,0.7510000000000003,3.144045166263065e-05
0.7520000000000003,0.0002408236907075379,0.7520000000000003,0.000147268375228867,0.7520000000000003,0.0001042108264342027,0.7520000000000003,7.925586647541593e-05,0.7520000000000003,6.368322116788951e-05,0.7520000000000003,5.30769406845268e-05,0.7520000000000003,4.541364852844518e-05,0.7520000000000003,3.963269730524754e-05,0.7520000000000003,3.512518918155282e-05,0.7520000000000003,3.151736656846147e-05
0.7530000000000003,0.0002414319672091675,0.7530000000000003,0.0001476046419638827,0.7530000000000003,0.0001044488392496922,0.7530000000000003,7.944170851727426e-05,0.7530000000000003,6.383491089283119e-05,0.7530000000000003,5.320457674690182e-05,0.7530000000000003,4.55235012966195e-05,0.7530000000000003,3.972892029742382e-05,0.7530000000000003,3.521066589591121e-05,0.7530000000000003,3.159417356324726e-05
0.7540000000000003,0.0002420379867718529,0.7540000000000003,0.0001479397255660068,0.7540000000000003,0.0001046861530429417,0.7540000000000003,7.962711018281996e-05,0.7540000000000003,6.398629236469401e-05,0.7540000000000003,5.333198134194307e-05,0.7540000000000003,4.563317138220538e-05,0.7540000000000003,3.98249937133586e-05,0.7540000000000003,3.529601667016546e-05,0.7540000000000003,3.167087218423204e-05
0.7550000000000003,0.0002426417493433547,0.7550000000000003,0.0001482736256583082,0.7550000000000003,0.0001049227668583424,0.7550000000000003,7.981207044754577e-05,0.7550000000000003,6.413736466346074e-05,0.7550000000000003,5.345915367258712e-05,0.7550000000000003,4.574265809664271e-05,0.7550000000000003,3.992091695415098e-05,0.7550000000000003,3.5381240978427e-05,0.7550000000000003,3.174746196510636e-05
0.7560000000000003,0.0002432432549500936,0.7560000000000003,0.0001486063418778114,0.7560000000000003,0.0001051586797394905,0.7560000000000003,7.999658828211132e-05,0.7560000000000003,6.428812686354619e-05,0.7560000000000003,5.358609293640175e-05,0.7560000000000003,4.585196074645131e-05,0.7560000000000003,4.001668941646319e-05,0.7560000000000003,3.546633829081696e-05,0.7560000000000003,3.182394243596411e-05
0.7570000000000003,0.0002438425036956776,0.7570000000000003,0.00014893787387496,0.7570000000000003,0.0001053938907289587,0.7570000000000003,8.018066265220883e-05,0.7570000000000003,6.443857803369899e-05,0.7570000000000003,5.371279832550772e-05,0.7570000000000003,4.596107863316702e-05,0.7570000000000003,4.011231049246541e-05,0.7570000000000003,3.555130807341779e-05,0.7570000000000003,3.190031312325979e-05
0.7580000000000003,0.0002444394957594416,0.7580000000000003,0.0001492682213130915,0.7580000000000003,0.0001056283988680727,0.7580000000000003,8.036429251843069e-05,0.7580000000000003,6.458871723690458e-05,0.7580000000000003,5.3839269026501e-05,0.7580000000000003,4.607001105327619e-05,0.7580000000000003,4.020777956977886e-05,0.7580000000000003,3.563614978822473e-05,0.7580000000000003,3.197657354976568e-05
0.7590000000000003,0.0002450342313949984,0.7590000000000003,0.0001495973838679185,0.7590000000000003,0.0001058622031966906,0.7590000000000003,8.054747683613779e-05,0.7590000000000003,6.47385435302894e-05,0.7590000000000003,5.39655042203759e-05,0.7590000000000003,4.61787572981517e-05,0.7590000000000003,4.030309603142183e-05,0.7590000000000003,3.572086289309795e-05,0.7590000000000003,3.205272323452928e-05
0.7600000000000003,0.0002456267109288111,0.7600000000000003,0.0001499253612270202,0.7600000000000003,0.0001060953027529896,0.7600000000000003,8.073021455533186e-05,0.7600000000000003,6.488805596502556e-05,0.7600000000000003,5.409150308244884e-05,0.7600000000000003,4.628731665398846e-05,0.7600000000000003,4.039825925575405e-05,0.7600000000000003,3.580544684171381e-05,0.7600000000000003,3.212876169283054e-05
0.7610000000000003,0.0002462169347587703,0.7610000000000003,0.0001502521530893421,0.7610000000000003,0.0001063276965732538,0.7610000000000003,8.091250462052874e-05,0.7610000000000003,6.503725358623836e-05,0.7610000000000003,5.42172647822829e-05,0.7610000000000003,4.639568840174045e-05,0.7610000000000003,4.049326861642195e-05,0.7610000000000003,3.588990108351764e-05,0.7610000000000003,3.220468843613965e-05
0.7620000000000003,0.0002468049033527934,0.7620000000000003,0.0001505777591647049,0.7620000000000003,0.0001065593836916706,0.7620000000000003,8.109434597063531e-05,0.7620000000000003,6.518613543291301e-05,0.7620000000000003,5.43427884836127e-05,0.7620000000000003,4.650387181705727e-05,0.7620000000000003,4.05881234823047e-05,0.7620000000000003,3.597422506367536e-05,0.7620000000000003,3.228050297207447e-05
0.7630000000000003,0.0002473906172474332,0.7630000000000003,0.0001509021791733219,0.7630000000000003,0.0001067903631401265,0.7630000000000003,8.127573753882702e-05,0.7630000000000003,6.53347005378046e-05,0.7630000000000003,5.446807334427125e-05,0.7630000000000003,4.661186617022207e-05,0.7630000000000003,4.068282321745972e-05,0.7630000000000003,3.605841822302667e-05,0.7630000000000003,3.235620480435821e-05
0.7640000000000003,0.0002479740770464992,0.7640000000000003,0.0001512254128453262,0.7640000000000003,0.0001070206339480131,0.7640000000000003,8.145667825242876e-05,0.7640000000000003,6.548294792734782e-05,0.7640000000000003,5.459311851611626e-05,0.7640000000000003,4.671967072608911e-05,0.7640000000000003,4.077736718106919e-05,0.7640000000000003,3.614247999803736e-05,0.7640000000000003,3.243179343277777e-05
0.7650000000000003,0.0002485552834197034,0.7650000000000003,0.0001515474599203056,0.7650000000000003,0.0001072501951420322,0.7650000000000003,8.163716703279832e-05,0.7650000000000003,6.563087662156968e-05,0.7650000000000003,5.471792314495831e-05,0.7650000000000003,4.68272847440226e-05,0.7650000000000003,4.087175472738644e-05,0.7650000000000003,3.622640982075238e-05,0.7650000000000003,3.250726835314159e-05
